endpoint,profile,optimizer_success,data_chi2,data_chi2_per_row,total_chi2,total_chi2_per_row,matching_nuisance_sigma,nlo_scale_nuisance_sigma,max_absolute_pull,min_prediction,max_prediction,pass_diagnostic_gate
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s314,early_0p18_0p28,True,5.166579200590405,1.2916448001476013,23.887463596123105,5.971865899030776,-0.7139524096981469,4.267453145872713,1.8047090581925513,0.007773886809916735,0.995016975648007,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s314,central_0p20_0p30,True,5.2282604936265,1.307065123406625,24.207024045868653,6.051756011467163,-0.9400368695415959,4.2538328876607965,1.8517022377826802,0.007762707246806307,0.9974576846407693,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s314,late_0p22_0p32,True,5.287801279312627,1.3219503198281568,24.301418874496928,6.075354718624232,-1.0073349604036017,4.242510326767983,1.8907678068179814,0.007753413642962429,0.9991358196816827,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s315,early_0p18_0p28,True,5.1665921977811,1.291648049445275,23.86963414336261,5.967408535840653,-0.7041917922307092,4.266984399471881,1.80632634645932,0.007773502060972233,0.9951857591391549,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s315,central_0p20_0p30,True,5.227905844447999,1.3069764611119998,24.180721749582588,6.045180437395647,-0.9267735740383117,4.253693294961314,1.8521838663020656,0.0077625926685531395,0.9975801491225506,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s315,late_0p22_0p32,True,5.285694112391673,1.3214235280979183,24.273756514414497,6.068439128603624,-0.9931279684785174,4.2428480105052735,1.8896027163869262,0.007753690815141816,0.9992345884767969,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s316,early_0p18_0p28,True,5.166587825486589,1.2916469563716473,23.89159089209638,5.972897723024095,-0.7161868751803718,4.267561297325344,1.804335909566633,0.007773975581067133,0.9949780560850364,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s316,central_0p20_0p30,True,5.228312715046982,1.3070781787617456,24.213152232734327,6.053288058183582,-0.9430783979073284,4.253873840758314,1.8515609397076758,0.007762740861274634,0.9974293837232937,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s316,late_0p22_0p32,True,5.288047182176091,1.3220117955440227,24.3080694511739,6.077017362793475,-1.010595121446176,4.242489807825942,1.8908386021225438,0.007753396800931688,0.9991134640343438,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s317,early_0p18_0p28,True,5.166583511749813,1.2916458779374533,23.873038260639234,5.9682595651598085,-0.7060691144015493,4.267074074184515,1.8060169470478042,0.007773575666339598,0.9951534483312183,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s317,central_0p20_0p30,True,5.227995673872675,1.3069989184681687,24.185716393900613,6.046429098475153,-0.9293221846712452,4.253713788809233,1.852113157578286,0.007762609489986524,0.9975567431382073,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s317,late_0p22_0p32,True,5.286267824196363,1.3215669560490908,24.278862287048206,6.0697155717620515,-0.9958566186375325,4.242742516105316,1.8899666975395504,0.007753604224911016,0.9992153776681537,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s318,early_0p18_0p28,True,5.166574134505786,1.2916435336264465,23.881533281097823,5.970383320274456,-0.7107253120824579,4.2672975848137575,1.8052457814078504,0.007773759124769431,0.9950729960795438,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s318,central_0p20_0p30,True,5.228128571697487,1.3070321429243716,24.198279713071894,6.049569928267974,-0.9356447961363726,4.2537888942491415,1.8518540256755789,0.007762671136835821,0.9974983671322339,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s318,late_0p22_0p32,True,5.287029708282238,1.3217574270705594,24.29227403903369,6.073068509758422,-1.002629250091666,4.242638202535313,1.8903266045437006,0.0077535186039102266,0.9991687711739434,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s319,early_0p18_0p28,True,5.1667666178326055,1.2916916544581514,23.843371454967574,5.9608428637418935,-0.689484961886167,4.266288237387132,1.8087282737475912,0.007772930648313203,0.9954363902661167,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s319,central_0p20_0p30,True,5.227510517043741,1.3068776292609352,24.14200371989419,6.035500929973548,-0.9068975732124013,4.253472698225758,1.852944978305213,0.007762411601859047,0.9977613802766383,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s319,late_0p22_0p32,True,5.283040126911115,1.3207600317277788,24.232759297733672,6.058189824433418,-0.9718586292411392,4.243254644207921,1.888199731926678,0.007754024581732056,0.9993798271856169,False
exactbaseline_matched_reference_distance_b0p1_2p0_lam1e00_s320,early_0p18_0p28,True,5.1666040482742215,1.2916510120685554,23.896417140711186,5.974104285177797,-0.7187885442536674,4.267687444165359,1.803900672509061,0.007774079122904386,0.9949326160726072,False
