qT,A,PreFactor,CS,dA,error,sysNorm,sysP2P,y,y_Low,y_High,QM,QM_Low,QM_High,SqrtS,xF,xF_Low,xF_High,x1,x2,BeamE,frac_error
1.5,0.182,0.106060606,1.716,0.02,0.188571429,0.00%,0.00%,0.21,0.195194535,0.227215687,6.5,6,7,23.72340616,0.115923901,0.107006678,0.124841124,0.338016697,0.222092796,300,0.10989011
1.7,0.11,0.093582888,1.175428571,0.014,0.1496,0.00%,0.00%,0.21,0.195194535,0.227215687,6.5,6,7,23.72340616,0.115923901,0.107006678,0.124841124,0.338016697,0.222092796,300,0.127272727
1.9,0.072,0.083732057,0.859885714,0.013,0.155257143,0.00%,0.00%,0.21,0.195194535,0.227215687,6.5,6,7,23.72340616,0.115923901,0.107006678,0.124841124,0.338016697,0.222092796,300,0.180555556
2.1,0.0408,0.075757576,0.53856,0.0099,0.13068,0.00%,0.00%,0.21,0.195194535,0.227215687,6.5,6,7,23.72340616,0.115923901,0.107006678,0.124841124,0.338016697,0.222092796,300,0.242647059
2.3,0.0219,0.06916996,0.316611429,0.0068,0.098308571,0.00%,0.00%,0.21,0.195194535,0.227215687,6.5,6,7,23.72340616,0.115923901,0.107006678,0.124841124,0.338016697,0.222092796,300,0.310502283
2.5,0.019,0.063636364,0.298571429,0.0065,0.102142857,0.00%,0.00%,0.21,0.195194535,0.227215687,6.5,6,7,23.72340616,0.115923901,0.107006678,0.124841124,0.338016697,0.222092796,300,0.342105263
2.7,0.0079,0.058922559,0.134074286,0.004,0.067885714,0.00%,0.00%,0.21,0.195194535,0.227215687,6.5,6,7,23.72340616,0.115923901,0.107006678,0.124841124,0.338016697,0.222092796,300,0.506329114
2.9,0.011,0.054858934,0.200514286,0.005,0.091142857,0.00%,0.00%,0.21,0.195194535,0.227215687,6.5,6,7,23.72340616,0.115923901,0.107006678,0.124841124,0.338016697,0.222092796,300,0.454545455
3.1,0.0019,0.051319648,0.037022857,0.0019,0.037022857,0.00%,0.00%,0.21,0.195194535,0.227215687,6.5,6,7,23.72340616,0.115923901,0.107006678,0.124841124,0.338016697,0.222092796,300,1
3.3,0.0023,0.048209366,0.047708571,0.0023,0.047708571,0.00%,0.00%,0.21,0.195194535,0.227215687,6.5,6,7,23.72340616,0.115923901,0.107006678,0.124841124,0.338016697,0.222092796,300,1
3.7,0.0028,0.042997543,0.06512,0.0029,0.067445714,0.00%,0.00%,0.21,0.195194535,0.227215687,6.5,6,7,23.72340616,0.115923901,0.107006678,0.124841124,0.338016697,0.222092796,300,1.035714286
0.1,0.286,1.590909091,0.179771429,0.039,0.024514286,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.136363636
0.3,0.253,0.53030303,0.477085714,0.022,0.041485714,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.086956522
0.5,0.237,0.318181818,0.744857143,0.019,0.059714286,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.080168776
0.7,0.197,0.227272727,0.8668,0.016,0.0704,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.081218274
0.9,0.145,0.176767677,0.820285714,0.014,0.0792,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.096551724
1.1,0.11,0.144628099,0.760571429,0.012,0.082971429,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.109090909
1.3,0.0781,0.122377622,0.638188571,0.0098,0.08008,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.125480154
1.5,0.038,0.106060606,0.358285714,0.0072,0.067885714,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.189473684
1.7,0.0464,0.093582888,0.495817143,0.0082,0.087622857,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.176724138
1.9,0.0192,0.083732057,0.229302857,0.0049,0.05852,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.255208333
2.1,0.025,0.075757576,0.33,0.006,0.0792,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.24
2.3,0.0118,0.06916996,0.170594286,0.0041,0.059274286,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.347457627
2.5,0.0052,0.063636364,0.081714286,0.0027,0.042428571,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,0.519230769
2.9,0.0011,0.054858934,0.020051429,0.0011,0.020051429,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,1
3.1,0.0012,0.051319648,0.023382857,0.0012,0.023382857,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,1
4.1,0.0017,0.038802661,0.043811429,0.0017,0.043811429,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,1
4.5,0.0017,0.035353535,0.048085714,0.0017,0.048085714,0.00%,0.00%,0.21,0.197047595,0.22476024,7.5,7,8,23.72340616,0.133758347,0.124841124,0.142675571,0.390019266,0.256260918,300,1
0.1,0.096,1.590909091,0.060342857,0.02,0.012571429,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,0.208333333
0.3,0.07,0.53030303,0.132,0.011,0.020742857,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,0.157142857
0.5,0.07,0.318181818,0.22,0.009,0.028285714,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,0.128571429
0.7,0.073,0.227272727,0.3212,0.009,0.0396,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,0.123287671
0.9,0.053,0.176767677,0.299828571,0.007,0.0396,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,0.132075472
1.1,0.052,0.144628099,0.359542857,0.008,0.055314286,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,0.153846154
1.3,0.032,0.122377622,0.261485714,0.006,0.049028571,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,0.1875
1.5,0.018,0.106060606,0.169714286,0.004,0.037714286,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,0.222222222
1.7,0.0102,0.093582888,0.108994286,0.0034,0.036331429,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,0.333333333
1.9,0.0023,0.083732057,0.027468571,0.0013,0.015525714,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,0.565217391
2.1,0.007,0.075757576,0.0924,0.003,0.0396,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,0.428571429
2.3,0.0016,0.06916996,0.023131429,0.0012,0.017348571,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,0.75
2.5,0.00088,0.063636364,0.013828571,0.00089,0.013985714,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,1.011363636
3.1,0.001,0.051319648,0.019485714,0.001,0.019485714,0.00%,0.00%,0.21,0.198488402,0.222917779,8.5,8,9,23.72340616,0.151592794,0.142675571,0.160510017,0.442021834,0.290429041,300,1
0.1,0.091,1.590909091,0.0572,0.021,0.0132,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,0.230769231
0.3,0.066,0.53030303,0.124457143,0.01,0.018857143,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,0.151515152
0.5,0.066,0.318181818,0.207428571,0.008,0.025142857,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,0.121212121
0.7,0.069,0.227272727,0.3036,0.009,0.0396,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,0.130434783
0.9,0.05,0.176767677,0.282857143,0.007,0.0396,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,0.14
1.1,0.05,0.144628099,0.345714286,0.0077,0.05324,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,0.154
1.3,0.03,0.122377622,0.245142857,0.0056,0.04576,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,0.186666667
1.5,0.0166,0.106060606,0.156514286,0.004,0.037714286,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,0.240963855
1.7,0.0097,0.093582888,0.103651429,0.0033,0.035262857,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,0.340206186
1.9,0.0022,0.083732057,0.026274286,0.0013,0.015525714,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,0.590909091
2.1,0.0067,0.075757576,0.08844,0.0029,0.03828,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,0.432835821
2.3,0.00155,0.06916996,0.022408571,0.00112,0.016192,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,0.722580645
2.5,0.00084,0.063636364,0.0132,0.00084,0.0132,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,1
3.1,0.00096,0.051319648,0.018706286,0.00098,0.019096,0.00%,0.00%,0.21,0.199640755,0.221484238,9.5,9,10,23.72340616,0.16942724,0.160510017,0.178344463,0.494024403,0.324597163,300,1.020833333
0.1,0.0187,1.590909091,0.011754286,0.0072,0.004525714,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,0.385026738
0.3,0.0166,0.53030303,0.031302857,0.004,0.007542857,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,0.240963855
0.5,0.0121,0.318181818,0.038028571,0.0026,0.008171429,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,0.214876033
0.7,0.0101,0.227272727,0.04444,0.0022,0.00968,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,0.217821782
0.9,0.00624,0.176767677,0.353005714,0.0016,0.009051429,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,0.025641026
1.1,0.0066,0.144628099,0.045634286,0.0017,0.011754286,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,0.257575758
1.3,0.0023,0.122377622,0.018794286,0.0009,0.007354286,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,0.391304348
1.5,0.0037,0.106060606,0.034885714,0.0012,0.011314286,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,0.324324324
1.7,0.0046,0.093582888,0.049154286,0.0014,0.01496,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,0.304347826
1.9,0.00075,0.083732057,0.008957143,0.00053,0.006329714,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,0.706666667
2.1,0.00047,0.075757576,0.006204,0.00047,0.006204,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,1
2.7,0.00037,0.058922559,0.006279429,0.00037,0.006279429,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,1
2.9,0.00044,0.054858934,0.008020571,0.00044,0.008020571,0.00%,0.00%,0.21,0.200583395,0.220337083,10.5,10,11,23.72340616,0.187261686,0.178344463,0.19617891,0.546026972,0.358765285,300,1
0.1,0.00271,1.590909091,0.001703429,0.00272,0.001709714,0.00%,0.00%,0.21,0.201368794,0.219398289,11.5,11,12,23.72340616,0.205096133,0.19617891,0.214013356,0.598029541,0.392933408,300,1.003690037
0.3,0.00079,0.53030303,0.001489714,0.00079,0.001489714,0.00%,0.00%,0.21,0.201368794,0.219398289,11.5,11,12,23.72340616,0.205096133,0.19617891,0.214013356,0.598029541,0.392933408,300,1
0.5,0.00101,0.318181818,0.003174286,0.00072,0.002262857,0.00%,0.00%,0.21,0.201368794,0.219398289,11.5,11,12,23.72340616,0.205096133,0.19617891,0.214013356,0.598029541,0.392933408,300,0.712871287
0.7,0.001,0.227272727,0.0044,0.00058,0.002552,0.00%,0.00%,0.21,0.201368794,0.219398289,11.5,11,12,23.72340616,0.205096133,0.19617891,0.214013356,0.598029541,0.392933408,300,0.58
0.9,0.00068,0.176767677,0.003846857,0.00048,0.002715429,0.00%,0.00%,0.21,0.201368794,0.219398289,11.5,11,12,23.72340616,0.205096133,0.19617891,0.214013356,0.598029541,0.392933408,300,0.705882353
1.1,0.00118,0.144628099,0.008158857,0.0006,0.004148571,0.00%,0.00%,0.21,0.201368794,0.219398289,11.5,11,12,23.72340616,0.205096133,0.19617891,0.214013356,0.598029541,0.392933408,300,0.508474576
1.3,0.00026,0.122377622,0.002124571,0.00026,0.002124571,0.00%,0.00%,0.21,0.201368794,0.219398289,11.5,11,12,23.72340616,0.205096133,0.19617891,0.214013356,0.598029541,0.392933408,300,1
1.5,0.00054,0.106060606,0.005091429,0.00038,0.003582857,0.00%,0.00%,0.21,0.201368794,0.219398289,11.5,11,12,23.72340616,0.205096133,0.19617891,0.214013356,0.598029541,0.392933408,300,0.703703704
1.7,0.00035,0.093582888,0.00374,0.00035,0.00374,0.00%,0.00%,0.21,0.201368794,0.219398289,11.5,11,12,23.72340616,0.205096133,0.19617891,0.214013356,0.598029541,0.392933408,300,1
2.3,0.00029,0.06916996,0.004192571,0.0003,0.004337143,0.00%,0.00%,0.21,0.201368794,0.219398289,11.5,11,12,23.72340616,0.205096133,0.19617891,0.214013356,0.598029541,0.392933408,300,1.034482759
