qT,A,PreFactor,CS,dA,error,sysNorm,sysP2P,y,y_Low,y_High,QM,QM_Low,QM_High,SqrtS,xF,xF_Low,xF_High,x1,x2,BeamE,frac_error
2.7,0.0018,0.058922559,0.030548571,0.0018,0.030548571,0.00%,0.00%,0.4,0.372722813,0.431469072,6.5,6,7,19.37008002,0.275671563,0.254466058,0.296877068,0.500610247,0.224938684,200,1
0.1,0.0945,1.590909091,0.0594,0.0188,0.011817143,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,0.198941799
0.3,0.0901,0.53030303,0.169902857,0.0111,0.020931429,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,0.123196448
0.5,0.0702,0.318181818,0.220628571,0.0084,0.0264,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,0.11965812
0.7,0.0522,0.227272727,0.22968,0.0069,0.03036,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,0.132183908
0.9,0.0411,0.176767677,0.232508571,0.0061,0.034508571,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,0.148418491
1.1,0.0297,0.144628099,0.205354286,0.0054,0.037337143,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,0.181818182
1.3,0.0164,0.122377622,0.134011429,0.0038,0.031051429,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,0.231707317
1.5,0.0095,0.106060606,0.089571429,0.0029,0.027342857,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,0.305263158
1.7,0.0069,0.093582888,0.073731429,0.0025,0.026714286,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,0.362318841
1.9,0.0037,0.083732057,0.044188571,0.0017,0.020302857,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,0.459459459
2.1,0.0032,0.075757576,0.04224,0.0019,0.02508,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,0.59375
2.3,0.0016,0.06916996,0.023131429,0.0012,0.017348571,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,0.75
3.1,0.0011,0.051319648,0.021434286,0.0012,0.023382857,0.00%,0.00%,0.4,0.376147361,0.426997458,7.5,7,8,19.37008002,0.318082573,0.296877068,0.339288078,0.577627208,0.259544635,200,1.090909091
0.1,0.0222,1.590909091,0.013954286,0.0075,0.004714286,0.00%,0.00%,0.4,0.37880799,0.42363845,8.5,8,9,19.37008002,0.360493582,0.339288078,0.381699087,0.654644169,0.294150586,200,0.337837838
0.3,0.0165,0.53030303,0.031114286,0.0038,0.007165714,0.00%,0.00%,0.4,0.37880799,0.42363845,8.5,8,9,19.37008002,0.360493582,0.339288078,0.381699087,0.654644169,0.294150586,200,0.23030303
0.5,0.0134,0.318181818,0.042114286,0.0029,0.009114286,0.00%,0.00%,0.4,0.37880799,0.42363845,8.5,8,9,19.37008002,0.360493582,0.339288078,0.381699087,0.654644169,0.294150586,200,0.21641791
0.7,0.01,0.227272727,0.044,0.0023,0.01012,0.00%,0.00%,0.4,0.37880799,0.42363845,8.5,8,9,19.37008002,0.360493582,0.339288078,0.381699087,0.654644169,0.294150586,200,0.23
0.9,0.0061,0.176767677,0.034508571,0.0017,0.009617143,0.00%,0.00%,0.4,0.37880799,0.42363845,8.5,8,9,19.37008002,0.360493582,0.339288078,0.381699087,0.654644169,0.294150586,200,0.278688525
1.1,0.0052,0.144628099,0.035954286,0.0016,0.011062857,0.00%,0.00%,0.4,0.37880799,0.42363845,8.5,8,9,19.37008002,0.360493582,0.339288078,0.381699087,0.654644169,0.294150586,200,0.307692308
1.3,0.006,0.122377622,0.049028571,0.0018,0.014708571,0.00%,0.00%,0.4,0.37880799,0.42363845,8.5,8,9,19.37008002,0.360493582,0.339288078,0.381699087,0.654644169,0.294150586,200,0.3
1.5,0.0017,0.106060606,0.016028571,0.001,0.009428571,0.00%,0.00%,0.4,0.37880799,0.42363845,8.5,8,9,19.37008002,0.360493582,0.339288078,0.381699087,0.654644169,0.294150586,200,0.588235294
1.7,0.00105,0.093582888,0.01122,0.00075,0.008014286,0.00%,0.00%,0.4,0.37880799,0.42363845,8.5,8,9,19.37008002,0.360493582,0.339288078,0.381699087,0.654644169,0.294150586,200,0.714285714
1.9,0.00105,0.083732057,0.01254,0.00075,0.008957143,0.00%,0.00%,0.4,0.37880799,0.42363845,8.5,8,9,19.37008002,0.360493582,0.339288078,0.381699087,0.654644169,0.294150586,200,0.714285714
2.1,0.00058,0.075757576,0.007656,0.00058,0.007656,0.00%,0.00%,0.4,0.37880799,0.42363845,8.5,8,9,19.37008002,0.360493582,0.339288078,0.381699087,0.654644169,0.294150586,200,1
2.9,0.00053,0.054858934,0.009661143,0.00053,0.009661143,0.00%,0.00%,0.4,0.37880799,0.42363845,8.5,8,9,19.37008002,0.360493582,0.339288078,0.381699087,0.654644169,0.294150586,200,1
0.1,0.0158,1.590909091,0.009931429,0.0061,0.003834286,0.00%,0.00%,0.4,0.380934651,0.421022764,9.5,9,10,19.37008002,0.402904592,0.381699087,0.424110097,0.73166113,0.328756537,200,0.386075949
0.3,0.00186,0.53030303,0.003507429,0.00108,0.002036571,0.00%,0.00%,0.4,0.380934651,0.421022764,9.5,9,10,19.37008002,0.402904592,0.381699087,0.424110097,0.73166113,0.328756537,200,0.580645161
0.5,0.00428,0.318181818,0.013451429,0.00145,0.004557143,0.00%,0.00%,0.4,0.380934651,0.421022764,9.5,9,10,19.37008002,0.402904592,0.381699087,0.424110097,0.73166113,0.328756537,200,0.338785047
0.7,0.00227,0.227272727,0.009988,0.00094,0.004136,0.00%,0.00%,0.4,0.380934651,0.421022764,9.5,9,10,19.37008002,0.402904592,0.381699087,0.424110097,0.73166113,0.328756537,200,0.414096916
0.9,0.00437,0.176767677,0.024721714,0.00135,0.007637143,0.00%,0.00%,0.4,0.380934651,0.421022764,9.5,9,10,19.37008002,0.402904592,0.381699087,0.424110097,0.73166113,0.328756537,200,0.308924485
1.1,0.00122,0.144628099,0.008435429,0.00062,0.004286857,0.00%,0.00%,0.4,0.380934651,0.421022764,9.5,9,10,19.37008002,0.402904592,0.381699087,0.424110097,0.73166113,0.328756537,200,0.508196721
1.3,0.0022,0.122377622,0.017977143,0.00092,0.007517714,0.00%,0.00%,0.4,0.380934651,0.421022764,9.5,9,10,19.37008002,0.402904592,0.381699087,0.424110097,0.73166113,0.328756537,200,0.418181818
1.5,0.00035,0.106060606,0.0033,0.00035,0.0033,0.00%,0.00%,0.4,0.380934651,0.421022764,9.5,9,10,19.37008002,0.402904592,0.381699087,0.424110097,0.73166113,0.328756537,200,1
1.9,0.00037,0.083732057,0.004418857,0.00037,0.004418857,0.00%,0.00%,0.4,0.380934651,0.421022764,9.5,9,10,19.37008002,0.402904592,0.381699087,0.424110097,0.73166113,0.328756537,200,1
2.1,0.00042,0.075757576,0.005544,0.00043,0.005676,0.00%,0.00%,0.4,0.380934651,0.421022764,9.5,9,10,19.37008002,0.402904592,0.381699087,0.424110097,0.73166113,0.328756537,200,1.023809524
2.3,0.00038,0.06916996,0.005493714,0.00039,0.005638286,0.00%,0.00%,0.4,0.380934651,0.421022764,9.5,9,10,19.37008002,0.402904592,0.381699087,0.424110097,0.73166113,0.328756537,200,1.026315789
0.1,0.00209,1.590909091,0.001313714,0.00212,0.001332571,0.00%,0.00%,0.4,0.382673426,0.418928252,10.5,10,11,19.37008002,0.445315602,0.424110097,0.466521107,0.808678091,0.363362489,200,1.014354067
0.3,0.00123,0.53030303,0.002319429,0.00088,0.001659429,0.00%,0.00%,0.4,0.382673426,0.418928252,10.5,10,11,19.37008002,0.445315602,0.424110097,0.466521107,0.808678091,0.363362489,200,0.715447154
0.5,0.00042,0.318181818,0.00132,0.00042,0.00132,0.00%,0.00%,0.4,0.382673426,0.418928252,10.5,10,11,19.37008002,0.445315602,0.424110097,0.466521107,0.808678091,0.363362489,200,1
0.7,0.00032,0.227272727,0.001408,0.00033,0.001452,0.00%,0.00%,0.4,0.382673426,0.418928252,10.5,10,11,19.37008002,0.445315602,0.424110097,0.466521107,0.808678091,0.363362489,200,1.03125
0.9,0.00026,0.176767677,0.001470857,0.00027,0.001527429,0.00%,0.00%,0.4,0.382673426,0.418928252,10.5,10,11,19.37008002,0.445315602,0.424110097,0.466521107,0.808678091,0.363362489,200,1.038461538
1.1,0.00071,0.144628099,0.004909143,0.00042,0.002904,0.00%,0.00%,0.4,0.382673426,0.418928252,10.5,10,11,19.37008002,0.445315602,0.424110097,0.466521107,0.808678091,0.363362489,200,0.591549296
1.3,0.00031,0.122377622,0.002533143,0.00031,0.002533143,0.00%,0.00%,0.4,0.382673426,0.418928252,10.5,10,11,19.37008002,0.445315602,0.424110097,0.466521107,0.808678091,0.363362489,200,1
1.5,0.00036,0.106060606,0.003394286,0.00036,0.003394286,0.00%,0.00%,0.4,0.382673426,0.418928252,10.5,10,11,19.37008002,0.445315602,0.424110097,0.466521107,0.808678091,0.363362489,200,1
1.9,0.00061,0.083732057,0.007285143,0.00046,0.005493714,0.00%,0.00%,0.4,0.382673426,0.418928252,10.5,10,11,19.37008002,0.445315602,0.424110097,0.466521107,0.808678091,0.363362489,200,0.754098361
